MAE_Prophet,MAE_Baseline,FVA_MAE,RMSE_Prophet,RMSE_Baseline,FVA_RMSE,sMAPE_Prophet,sMAPE_Baseline,FVA_sMAPE,MPE_Prophet,MPE_Baseline,FVA_|MPE|
1642.7762468617461,4079.6405077138315,0.5786544519036689,2904.591516705118,7841.207954564421,0.6063358886942931,9.214333634153945,16.614919270773264,0.4442229324643696,1.4708301141087108,-14.32847436199704,0.6694864286967626
